,type_sol,classe_age,classe_hauteur,classe_circonference,vigueur_pousse,plaie_collet,fissure_tronc,plaie_tronc,fissure_houppier,bois_mort_houppier,plaie_houppier,prescription_1,prescription_2,prescription_3,type_delai_1,type_delai_2,ID_ARBRE,commune,quartier,site,cote_voirie,genre_arbre,espece_arbre,situation,port_arbre,champignon_collet,insecte_collet,observation_collet,champignon_tronc,insecte_tronc,rejet_tronc,tuteurage_arbre,canisse_arbre,observation_tronc,champignon_houppier,insecte_houppier,ecorce_incluse_houppier,observation_houppier,contrainte,date_diagnostic,observation_travaux,matricule_arbre,controle,surf_permeable,date_plantation,hauteur,diametre,circonference (en cm),esperance_maintien,Long,Lat,classification_diagnostic
180,MA,A,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-181,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,36,,4.0,2000,500,31.830988618379067,50,1.0,2.067,48.9,C1
554,Gr,A,H1,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-555,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,14,,1.0,2000,500,35.01408748021697,55,1.0,2.097,48.896,C2
458,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-459,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,29,,4.0,1980,800,63.66197723675813,100,2.0,2.084,48.904,C2
304,Gr,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-305,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,6,,1.0,2018,500,22.281692032865347,35,1.0,2.066,48.895,C1
524,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-525,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,47,,4.0,1980,800,54.11268065124442,85,2.0,2.084,48.904,C2
389,Gr,JA,H2,C2,P,RCPLNC,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-390,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Carpinus, Betulus - L. -  ,Alignement,L,Non,Non, Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,18,,1.0,2010,800,60.47887837492023,95,1.0,2.072,48.894,C2
500,MA,A,H2,C2,P,RCPLS,TPF,TPLNC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-501,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,Plaie longitudinale ,Non,Non,Non,,Non,2020/11/24,,23,,4.0,1980,800,60.47887837492023,95,2.0,2.086,48.903,C2
245,CS,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,b,b,78551-Arbres-246,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,Tilia, sp. -   -  ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/16,,70,,3.0,2015,600,25.464790894703256,40,1.0,2.073,48.899,C1
516,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-517,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,39,,4.0,1980,800,73.21127382227186,115,2.0,2.085,48.903,C2
363,Gr,JA,H1,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-364,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Carpinus, Betulus - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,Échaudure ,Non,Non,Non,Affaiblissement physiologique important,Non,2020/11/18,,14,,1.0,2010,500,35.01408748021697,55,1.0,2.072,48.895,C3
570,P,A,H1,C1,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLNC,ab,au,,,b,78551-Arbres-571,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place des Combattants,,Magnolia, x Soulangena - Soul. Bod - Heaven Scent,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,Cavité ouverte ,Non,Non,Non,Axe 3 Mort 2M Nord,Non,2020/11/24,prévoir remplacement,6,,4.0,2000,500,28.64788975654116,45,3.0,2.098,48.896,C4
599,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-600,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,23,,1.0,1980,600,57.29577951308232,90,1.0,2.098,48.896,C2
657,MA,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tr,,,,a,78551-Arbres-658,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Pair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Oui,Écorce incluse,Oui,2020/12/16,Taille de réduction voir suppression charpentière a 2 mètre Est,37,,3.0,2000,700,47.7464829275686,75,1.0,2.07,48.901,C3
258,Gr,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-259,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Americana -  - Autumn Applause,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Réitération traumatique,Non,2020/10/21,,59,,1.0,2010,700,38.19718634205488,60,1.0,2.074,48.897,C2
241,CS,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-242,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,Tilia, sp. -   -  ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/16,,66,,3.0,2015,600,28.64788975654116,45,1.0,2.073,48.899,C1
247,CS,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,b,b,78551-Arbres-248,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,Tilia, sp. -   -  ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Axe 3 Mort 2M Nord,Non,2020/11/16,,72,,3.0,2015,600,28.64788975654116,45,1.0,2.074,48.899,C2
606,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,rg,,,,b,78551-Arbres-607,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,30,,1.0,1980,600,50.92958178940651,80,1.0,2.098,48.897,C2
191,MA,A,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-192,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,49,,4.0,2000,500,31.830988618379067,50,1.0,2.068,48.899,C1
333,Gr,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-334,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,35,,1.0,2019,600,19.09859317102744,30,1.0,2.069,48.897,C1
194,MA,JA,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-195,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,Tuteur de formation,Non,2020/11/16,,52,,4.0,2015,500,22.281692032865347,35,1.0,2.069,48.899,C1
378,Gr,A,H4,C3,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,trg,Tpa,rg,,b,78551-Arbres-379,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Alnus, Glutinosa -,Alignement,L,Non,Non, Racine apparente,Non,Non,Oui,Non,Non,,Non,Non,Non,,Non,2020/11/19,,7,,1.0,1990,2000,82.76057040778558,130,1.0,2.072,48.893,C2
429,G,A,H4,C3,MP,RCPPL,TPF,TPLS,HPF ,HBMI ,HPLS,,,,,,78551-Arbres-430,Saint Germain en Laye,Quartier 6 - Hôpital,Jardin du CA,,Cedrus, Atlantica - Manetti. -  ,Groupe,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/27,,3,,100.0,1990,1600,82.76057040778558,130,2.0,2.083,48.9,C2
146,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-147,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,2,,4.0,2000,500,35.01408748021697,55,1.0,2.064,48.901,C1
6,G,A,H4,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-007,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Carrefour RN13,,Betula, sp. -  - ,Groupe,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/07,,4,,100.0,1990,1800,57.29577951308232,90,1.0,2.073,48.9,C2
11,G,JA,H3,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-012,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Nouveau cimetière,,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,Choc collet,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/12,,3,,100.0,2010,1200,38.19718634205488,60,1.0,2.065,48.901,C1
433,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-434,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,4,,4.0,1980,800,63.66197723675813,100,2.0,2.086,48.902,C2
561,Gr,A,H1,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-562,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,21,,1.0,2000,500,31.830988618379067,50,1.0,2.097,48.896,C2
597,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-598,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,21,,1.0,1980,600,54.11268065124442,85,1.0,2.098,48.896,C2
40,Gr,J,H1,C1,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-041,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,,Zelkova, Carpinifolia - K. Koch -  ,Alignement,SL,Non,Non,Bidime,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/10/21,,20,,0.0,2015,400,22.281692032865347,35,3.0,2.074,48.903,C1
286,Gr,J,H1,C2,P,RCPLS,TPF,TPPL,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-287,Saint Germain en Laye,Quartier 6 - Hôpital,Rue Léon Désoyer,,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,30,,1.0,2010,500,35.01408748021697,55,1.0,2.08,48.9,C2
708,Gr,JA,H1,C1,P,RCPLNC,TPF,TPLNC,HPF ,HPBM ,HPPL,RT,,,,b,78551-Arbres-709,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place de la victoire,,PhotiniaxFraseri'RedRobin',,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,T3Tripode,Non,Plaie longitudinale ,Non,Non,Non,Bonne vigueur,Non,2020/12/18,,8,,1.0,2010,500,22.281692032865347,35,1.0,2.09,48.899,C2
431,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-432,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,2,,4.0,1980,800,60.47887837492023,95,2.0,2.086,48.902,C2
408,Gr,JA,H3,C3,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-409,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue des Gaudines,Impair,Tilia, sp. -   -  ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,4,,1.0,2000,1200,66.84507609859604,105,1.0,2.072,48.893,C2
290,Gr,J,H1,C1,P,RCPLS,TPF,TPLNC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-291,Saint Germain en Laye,Quartier 6 - Hôpital,Rue Léon Désoyer,,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,34,,1.0,2010,500,31.830988618379067,50,1.0,2.081,48.9,C2
427,G,A,H4,C3,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPPL,,,,,,78551-Arbres-428,Saint Germain en Laye,Quartier 6 - Hôpital,Jardin du CA,,Cedrus, Atlantica - Manetti. -  ,Groupe,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/27,,1,,100.0,1990,1600,95.4929658551372,150,1.0,2.083,48.9,C1
115,Gr,J,H1,C1,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-116,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,19,,1.0,2010,500,31.830988618379067,50,1.0,2.077,48.9,C1
527,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-528,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,50,,4.0,1980,800,66.84507609859604,105,2.0,2.084,48.904,C2
284,Gr,J,H1,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-285,Saint Germain en Laye,Quartier 6 - Hôpital,Rue Léon Désoyer,,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,28,,1.0,2010,500,28.64788975654116,45,1.0,2.08,48.9,C2
560,Gr,A,H1,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-561,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,20,,1.0,2000,500,35.01408748021697,55,1.0,2.097,48.896,C2
96,S,JA,H2,C1,MP,RCPLC,TPF,TPLC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-097,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,29,,1.5,2010,700,28.64788975654116,45,1.0,2.067,48.901,C2
495,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-496,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,18,,4.0,1980,800,76.39437268410977,120,2.0,2.086,48.902,C2
365,Gr,JA,H1,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-366,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Carpinus, Betulus - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/18,,16,,1.0,2010,500,22.281692032865347,35,1.0,2.072,48.895,C1
689,CS,AM,H4,C6,D,RCPLNC,TPF,TPLNC,HPF ,HPBM ,HPLNC,ab,,,,a,78551-Arbres-690,Saint Germain en Laye,Quartier 7 - Debussy - Schnapper,Bois Schnapper,,Aesculus, Hippocastanum -  - Baumannii,Bosquet,L,Oui,Non,Autres,Non,Non,Non,Non,Non,,Non,Non,Non,,Oui,2020/12/15,accès difficile,1,,100.0,1960,2000,190.9859317102744,300,4.0,2.089,48.888,C5
231,GR,A,H1,C1,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLS,RT,RC,,,b,78551-Arbres-232,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,Cavité ouverte ,Non,Non,Non,,Non,2020/11/13,,33,,4.0,2000,500,25.464790894703256,40,2.0,2.067,48.9,C3
105,Gr,J,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-106,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,9,,1.0,2010,500,28.64788975654116,45,1.0,2.076,48.9,C2
173,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RT,RC,,,b,78551-Arbres-174,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,Non,Oui,,Non,Non,Non,,Non,2020/11/16,,29,,4.0,2000,500,38.19718634205488,60,1.0,2.066,48.9,C1
581,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-582,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,5,,1.0,1980,600,60.47887837492023,95,1.0,2.098,48.895,C2
134,S,JA,H2,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-135,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Turgot,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/20,coté cimetière ligne électrique,12,,1.5,2010,700,28.64788975654116,45,1.0,2.068,48.901,C1
336,Gr,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-337,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,38,,1.0,2019,600,15.915494309189532,25,1.0,2.069,48.898,C1
168,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-169,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,24,,4.0,2000,500,35.01408748021697,55,1.0,2.066,48.9,C1
701,Gr,A,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPPL,,,,,,78551-Arbres-702,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place de la victoire,,PhotiniaxFraseri'RedRobin',,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,Non,Non,Tronc torsadé,Non,Non,Non,Bonne vigueur,Non,2020/12/18,,1,,1.0,2000,500,28.64788975654116,45,1.0,2.089,48.899,C2
406,Gr,JA,H3,C2,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-407,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue des Gaudines,Impair,Tilia, sp. -   -  ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,Plaie longitudinale ,Non,Non,Non,,Non,2020/11/19,,2,,1.0,2000,1200,47.7464829275686,75,1.0,2.072,48.893,C2
477,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-478,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,Échaudure ,Non,Non,Non,Échaudure,Non,2020/11/23,,48,,4.0,1980,800,63.66197723675813,100,2.0,2.082,48.905,C2
545,Gr,A,H1,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-546,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,Champignon collet ,Non,Non,Non,Non,Non,Échaudure ,Non,Non,Non,,Non,2020/11/24,,5,,1.0,2000,500,38.19718634205488,60,1.0,2.096,48.896,C2
395,Gr,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-396,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Carpinus, Betulus - L. -  ,Alignement,L,Non,Non, Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,24,,1.0,2010,800,38.19718634205488,60,1.0,2.072,48.895,C2
467,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-468,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,38,,4.0,1980,800,57.29577951308232,90,2.0,2.083,48.904,C2
407,Gr,JA,H3,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-408,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue des Gaudines,Impair,Tilia, sp. -   -  ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,3,,1.0,2000,1200,44.563384065730695,70,1.0,2.072,48.893,C2
557,Gr,A,H1,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-558,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non, Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,17,,1.0,2000,500,25.464790894703256,40,1.0,2.097,48.896,C2
3,G,A,H4,C2,P,RCPPL,TPF,TPLS,HPF ,HBMI ,HPLS,tsbm,,,,b,78551-Arbres-004,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Carrefour RN13,,Carpinus, Betulus - L. - Fastigiata,Bosquet,L,Non,Non,Cépée,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/07,,1,,100.0,1980,1600,63.66197723675813,100,1.0,2.073,48.9,C2
297,Gr,J,H1,C1,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-298,Saint Germain en Laye,Quartier 6 - Hôpital,Rue Léon Désoyer,,Fraxinus, Angustifolia - L. - Raywood,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,Autres,Non,Non,Non,,Non,2020/10/22,,41,,1.0,2018,500,19.09859317102744,30,1.0,2.084,48.9,C1
59,GR,J,H1,C1,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPLS,RT,RC,,,b,78551-Arbres-060,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,Tuteur de formation,Non,2020/10/23,,7,,4.0,2018,500,19.09859317102744,30,1.0,2.064,48.901,C1
